QSO,zabs,Ncld,vcld,N-MgII,e_NMgII,bMgII,e_b-MgII,N-FeII,e_N-FeII,b-FeII,e_b-FeII,N-MgI,e_N-MgI,b-MgI,e_b-MgI,N-MnII,e_N-MnII,b-MnII,e_b-MnII,N-CaII,e_N-CaII,b-CaII,e_b-CaII
J015234+335032,0.520292,7,-84.29,13.76,0.948,8.02,1.433,0.0,0.0,0.0,0.0,11.86,0.077,8.02,1.433,0.0,0.0,0.0,0.0,11.85,0.044,6.25,1.116
J015234+335032,0.520292,8,-69.83,13.71,1.822,5.75,1.711,0.0,0.0,0.0,0.0,11.68,0.089,5.75,1.711,0.0,0.0,0.0,0.0,11.09,0.174,4.48,1.333
J015234+335032,0.520292,9,-55.77,14.1,7.592,2.65,2.679,0.0,0.0,0.0,0.0,11.27,0.131,2.65,2.679,0.0,0.0,0.0,0.0,11.3,0.088,2.07,2.086
J015234+335032,0.520292,10,-42.28,16.14,9.999,6.05,0.535,0.0,0.0,0.0,0.0,12.42,0.049,6.05,0.535,0.0,0.0,0.0,0.0,12.28,0.017,4.71,0.416
J015234+335032,0.520292,11,-28.45,13.62,9.999,2.95,1.494,0.0,0.0,0.0,0.0,11.77,0.081,2.95,1.494,0.0,0.0,0.0,0.0,11.38,0.075,2.29,1.164
J015234+335032,0.520292,12,-16.8,14.24,1.105,6.15,3.385,0.0,0.0,0.0,0.0,11.45,0.16,6.15,3.385,0.0,0.0,0.0,0.0,10.42,0.65,4.79,2.636
J015234+335032,0.520292,13,3.65,13.5,0.318,6.4,2.268,0.0,0.0,0.0,0.0,11.51,0.111,6.4,2.268,0.0,0.0,0.0,0.0,11.3,0.097,4.99,1.766
J015234+335032,0.520292,14,17.42,14.03,1.504,4.43,1.35,0.0,0.0,0.0,0.0,11.74,0.064,4.43,1.35,0.0,0.0,0.0,0.0,10.83,0.255,3.45,1.051
J015234+335032,0.520292,15,29.71,13.16,1.572,3.96,0.584,0.0,0.0,0.0,0.0,11.94,0.05,3.96,0.584,0.0,0.0,0.0,0.0,11.99,0.026,3.08,0.455
J015234+335032,0.520292,16,47.86,15.4,9.999,5.41,6.178,0.0,0.0,0.0,0.0,11.61,0.854,5.41,6.178,0.0,0.0,0.0,0.0,10.83,0.967,4.22,4.811
J015234+335032,0.520292,17,56.2,16.34,9.999,4.51,6.029,0.0,0.0,0.0,0.0,11.76,0.544,4.51,6.029,0.0,0.0,0.0,0.0,11.31,0.388,3.52,4.695
J015234+335032,0.520292,18,62.66,16.25,9.999,5.15,7.271,0.0,0.0,0.0,0.0,11.45,0.603,5.15,7.271,0.0,0.0,0.0,0.0,11.36,0.491,4.01,5.662
J015234+335032,0.520292,19,78.78,14.74,1.195,7.84,3.451,0.0,0.0,0.0,0.0,11.54,0.149,7.84,3.451,0.0,0.0,0.0,0.0,11.23,0.145,6.11,2.688
J015234+335032,0.520292,20,103.45,13.43,0.178,10.29,3.844,0.0,0.0,0.0,0.0,11.42,0.114,10.29,3.844,0.0,0.0,0.0,0.0,10.7,-1.0,0.0,0.0
J015234+335032,0.520292,21,128.6,14.28,1.166,8.43,5.472,0.0,0.0,0.0,0.0,11.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66,-1.0,0.0,0.0
J015234+335032,0.520292,22,148.61,12.55,0.418,4.5,2.365,0.0,0.0,0.0,0.0,10.98,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.52,-1.0,0.0,0.0
J015234+335032,0.520292,23,166.05,12.41,0.032,6.34,0.774,0.0,0.0,0.0,0.0,11.04,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,-1.0,0.0,0.0
J015327-431137,0.663065,1,-270.04,11.11,0.122,6.17,3.103,10.64,-1.0,0.0,0.0,10.46,-1.0,0.0,0.0,10.52,-1.0,0.0,0.0,10.23,-1.0,0.0,0.0
J015327-431137,0.663065,2,-254.12,11.19,0.156,4.03,2.934,10.49,-1.0,0.0,0.0,10.44,-1.0,0.0,0.0,10.49,-1.0,0.0,0.0,10.21,-1.0,0.0,0.0
J015327-431137,0.663065,3,-241.18,11.48,0.195,4.54,2.845,10.49,-1.0,0.0,0.0,10.44,-1.0,0.0,0.0,10.54,-1.0,0.0,0.0,10.21,-1.0,0.0,0.0
J015327-431137,0.663065,4,-230.19,11.49,0.16,5.31,2.152,10.53,-1.0,0.0,0.0,10.49,-1.0,0.0,0.0,10.59,-1.0,0.0,0.0,10.26,-1.0,0.0,0.0
J015327-431137,0.663065,5,-13.47,13.46,0.037,2.69,0.048,13.0,0.009,2.69,0.048,11.0,0.034,2.69,0.048,10.46,-1.0,0.0,0.0,10.89,0.086,2.69,0.048
J015327-431137,0.663065,6,-3.48,12.51,0.01,3.15,0.224,12.06,0.026,3.15,0.224,10.02,0.307,3.15,0.224,10.74,-1.0,0.0,0.0,10.15,-1.0,0.0,0.0
J015327-431137,0.663065,7,6.5,12.94,0.01,3.56,0.093,12.59,0.008,3.56,0.093,10.61,0.08,3.56,0.093,10.57,-1.0,0.0,0.0,10.15,-1.0,0.0,0.0
J015327-431137,0.663065,8,41.95,12.3,0.017,14.97,0.511,11.82,0.059,14.97,0.511,10.7,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0,10.46,-1.0,0.0,0.0
J015327-431137,0.663065,9,53.85,12.46,0.01,2.93,0.141,12.04,0.023,2.93,0.141,10.39,-1.0,0.0,0.0,10.48,-1.0,0.0,0.0,10.34,0.321,2.93,0.141
J015327-431137,1.708494,1,-0.74,11.82,0.013,3.28,0.306,10.47,-1.0,0.0,0.0,10.52,-1.0,0.0,0.0,10.41,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015327-431137,2.451566,1,-26.83,11.98,0.033,5.77,0.53,11.82,0.048,5.77,0.53,11.04,-1.0,0.0,0.0,10.83,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015327-431137,2.451566,2,0.83,12.25,0.046,15.68,2.255,11.77,0.105,15.68,2.255,11.25,-1.0,0.0,0.0,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015327-431137,2.451566,3,2.75,12.33,0.044,4.16,0.475,10.73,-1.0,0.0,0.0,11.03,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,0.768336,1,-224.77,12.46,0.032,3.8,0.463,11.29,-1.0,0.0,0.0,11.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,0.768336,2,1.64,11.7,0.142,1.82,2.212,11.3,-1.0,0.0,0.0,11.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,0.768336,3,22.46,11.6,1.625,0.96,3.459,11.32,-1.0,0.0,0.0,11.09,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,0.768336,4,169.18,12.64,0.112,2.04,0.314,11.3,-1.0,0.0,0.0,11.08,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,1.415684,1,-77.41,11.86,0.125,0.86,0.361,11.59,0.281,0.57,0.238,0.0,0.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,1.415684,2,-56.01,12.86,0.049,9.24,0.915,12.21,0.067,6.09,0.604,0.0,0.0,0.0,0.0,11.32,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,1.415684,3,-40.06,13.38,0.043,7.43,0.325,13.38,0.019,4.9,0.215,0.0,0.0,0.0,0.0,11.29,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,1.415684,4,-25.9,12.85,0.104,2.51,0.429,12.52,0.073,1.66,0.283,0.0,0.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,1.415684,5,-10.89,13.95,0.069,5.38,0.498,13.71,0.069,3.55,0.328,0.0,0.0,0.0,0.0,11.63,0.143,3.58,0.331,0.0,0.0,0.0,0.0
J015733-004824,1.415684,6,-2.73,14.57,0.16,4.18,0.605,14.34,0.16,2.76,0.399,0.0,0.0,0.0,0.0,12.09,0.057,2.78,0.402,0.0,0.0,0.0,0.0
J015733-004824,1.415684,7,5.63,15.61,0.541,1.81,0.321,15.38,0.541,1.19,0.212,0.0,0.0,0.0,0.0,12.09,0.081,1.2,0.213,0.0,0.0,0.0,0.0
J015733-004824,1.415684,8,13.19,14.0,0.036,6.16,0.502,13.76,0.036,4.06,0.331,0.0,0.0,0.0,0.0,11.66,0.132,4.09,0.334,0.0,0.0,0.0,0.0
J015733-004824,1.415684,9,28.87,13.11,0.137,1.93,0.694,12.86,0.137,1.27,0.458,0.0,0.0,0.0,0.0,11.61,0.302,1.28,0.462,0.0,0.0,0.0,0.0
J015733-004824,1.415684,10,30.62,13.47,0.052,9.58,0.413,12.98,0.041,6.32,0.273,0.0,0.0,0.0,0.0,11.3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,1.415684,11,54.88,11.71,0.14,0.85,0.24,11.48,0.293,0.56,0.158,0.0,0.0,0.0,0.0,11.16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,1.415684,12,66.28,12.61,0.036,3.82,0.398,11.68,0.148,2.52,0.262,0.0,0.0,0.0,0.0,11.17,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015733-004824,1.415684,13,172.1,12.6,0.022,6.36,0.442,10.55,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,1,-129.6,13.18,0.016,13.58,0.252,12.58,0.04,13.58,0.252,0.0,0.0,0.0,0.0,11.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,2,-123.74,12.8,0.07,4.16,0.331,12.82,0.022,4.16,0.331,0.0,0.0,0.0,0.0,10.93,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,3,-68.77,11.5,0.091,4.47,1.988,10.85,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,4,-55.27,11.43,0.093,1.79,3.363,10.78,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,5,-32.16,11.72,0.062,8.42,1.659,11.01,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,6,-6.47,11.96,0.03,4.3,0.513,10.85,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.93,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,7,82.27,12.66,0.036,14.89,0.877,12.7,0.042,14.89,0.877,0.0,0.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,8,84.41,14.68,0.31,2.53,0.187,13.15,0.035,2.53,0.187,0.0,0.0,0.0,0.0,10.88,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,9,110.2,12.47,0.02,7.68,0.44,11.9,0.112,7.68,0.44,0.0,0.0,0.0,0.0,11.05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015734+744244,0.745002,10,146.26,12.91,0.027,4.01,0.131,12.81,0.015,4.01,0.131,0.0,0.0,0.0,0.0,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J020346+113445,1.574187,1,-75.77,12.59,0.048,4.09,0.775,0.0,0.0,0.0,0.0,12.31,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020346+113445,1.574187,2,-57.52,13.43,0.067,7.97,0.538,0.0,0.0,0.0,0.0,12.71,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020346+113445,1.574187,3,-24.76,13.31,0.032,10.75,0.621,0.0,0.0,0.0,0.0,12.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020346+113445,1.574187,4,2.45,14.69,2.019,8.54,7.598,0.0,0.0,0.0,0.0,11.62,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020346+113445,1.574187,5,24.07,15.91,9.999,3.67,9.999,0.0,0.0,0.0,0.0,11.4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020346+113445,1.574187,6,44.17,14.36,6.963,7.08,9.999,0.0,0.0,0.0,0.0,12.74,9.999,7.08,9.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020346+113445,1.574187,7,64.03,12.47,0.194,3.08,0.919,0.0,0.0,0.0,0.0,11.4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020455+364918,0.731671,1,-53.62,12.2,0.121,13.37,0.001,0.0,0.0,0.0,0.0,12.88,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,-1.0,0.0,0.0
J020455+364918,0.731671,2,-51.42,12.6,0.078,2.22,0.018,0.0,0.0,0.0,0.0,12.45,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.48,-1.0,0.0,0.0
J020455+364918,0.731671,3,-40.26,13.02,0.125,5.38,0.025,0.0,0.0,0.0,0.0,12.51,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64,-1.0,0.0,0.0
J020455+364918,0.731671,4,-26.77,13.26,0.26,12.23,0.562,0.0,0.0,0.0,0.0,12.65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83,-1.0,0.0,0.0
J020455+364918,0.731671,5,-12.54,13.18,3.217,9.98,9.999,0.0,0.0,0.0,0.0,12.45,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,-1.0,0.0,0.0
J020455+364918,0.731671,6,2.6,13.85,9.999,7.66,9.999,0.0,0.0,0.0,0.0,11.38,9.999,7.66,9.999,0.0,0.0,0.0,0.0,10.7,-1.0,0.0,0.0
J020455+364918,0.731671,7,11.63,15.58,1.176,5.33,0.134,0.0,0.0,0.0,0.0,11.43,9.999,5.33,0.134,0.0,0.0,0.0,0.0,10.63,-1.0,0.0,0.0
J020455+364918,0.731671,8,29.67,14.69,3.064,1.49,1.741,0.0,0.0,0.0,0.0,11.08,9.999,1.49,1.741,0.0,0.0,0.0,0.0,10.52,-1.0,0.0,0.0
J020455+364918,0.731671,9,34.09,13.23,0.029,8.48,0.57,0.0,0.0,0.0,0.0,10.94,9.999,8.48,0.57,0.0,0.0,0.0,0.0,10.73,-1.0,0.0,0.0
J020455+364918,0.731671,10,298.25,12.47,0.012,9.0,0.346,0.0,0.0,0.0,0.0,10.92,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,-1.0,0.0,0.0
J020455+364918,0.731671,11,323.99,12.42,0.014,7.97,0.35,0.0,0.0,0.0,0.0,10.87,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,-1.0,0.0,0.0
J020930+051730,1.280753,1,-113.31,11.78,0.016,4.45,9.999,0.0,0.0,0.0,0.0,12.36,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,2,-97.55,13.02,0.01,2.97,0.001,0.0,0.0,0.0,0.0,12.41,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,3,-73.49,11.41,0.026,7.84,0.001,0.0,0.0,0.0,0.0,12.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,4,-56.19,13.26,0.067,4.87,0.41,0.0,0.0,0.0,0.0,11.1,0.029,4.87,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,5,-40.31,15.55,0.31,3.45,0.748,0.0,0.0,0.0,0.0,11.73,0.049,3.45,0.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,6,-28.12,13.91,0.085,10.09,1.007,0.0,0.0,0.0,0.0,12.13,0.026,10.09,1.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,7,-9.38,13.38,0.119,4.75,0.425,0.0,0.0,0.0,0.0,11.58,0.013,4.75,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,8,2.64,14.46,0.533,2.16,0.255,0.0,0.0,0.0,0.0,11.48,4.58,2.16,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,9,12.98,12.91,0.021,6.32,0.243,0.0,0.0,0.0,0.0,10.93,9.999,6.32,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,10,29.2,12.44,0.01,3.91,0.156,0.0,0.0,0.0,0.0,10.64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,11,191.42,11.78,0.03,9.84,0.974,0.0,0.0,0.0,0.0,10.59,0.141,9.84,0.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,12,217.53,12.96,0.033,6.92,0.373,0.0,0.0,0.0,0.0,11.03,0.062,6.92,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,13,228.94,13.37,0.129,3.87,0.53,0.0,0.0,0.0,0.0,11.2,0.046,3.87,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,14,245.91,13.36,0.018,7.05,0.345,0.0,0.0,0.0,0.0,11.6,0.018,7.05,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,15,266.42,12.93,0.037,7.0,0.739,0.0,0.0,0.0,0.0,11.25,0.049,7.0,0.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,16,279.1,12.59,0.101,5.07,1.157,0.0,0.0,0.0,0.0,10.81,0.193,5.07,1.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,17,289.18,12.03,0.237,4.9,2.429,0.0,0.0,0.0,0.0,10.84,0.16,4.9,2.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.280753,18,300.35,11.98,0.101,5.71,1.149,0.0,0.0,0.0,0.0,11.76,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020930+051730,1.532246,1,0.15,12.48,0.019,2.88,0.167,11.68,0.067,2.88,0.167,11.02,0.062,2.88,0.167,10.64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J021857+081728,1.45903,1,-67.07,12.45,0.027,4.4,0.505,10.95,-1.0,0.0,0.0,11.08,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J021857+081728,1.45903,2,-55.16,12.83,0.038,3.72,0.285,12.33,0.03,3.72,0.285,11.04,-1.0,0.0,0.0,10.93,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J021857+081728,1.45903,3,34.91,12.89,1.332,2.52,0.531,12.82,0.08,2.52,0.531,10.99,-1.0,0.0,0.0,10.89,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J021857+081728,1.45903,4,36.0,13.27,0.157,4.82,0.393,11.61,1.479,4.82,0.393,11.11,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.184618,1,-40.45,11.28,0.043,5.17,0.941,10.55,-1.0,0.0,0.0,10.46,-1.0,0.0,0.0,10.52,-1.0,0.0,0.0,10.46,-1.0,0.0,0.0
J024008-230915,1.184618,2,-13.12,11.12,0.166,1.84,0.544,11.08,0.224,1.84,0.544,10.44,-1.0,0.0,0.0,10.37,-1.0,0.0,0.0,10.31,-1.0,0.0,0.0
J024008-230915,1.184618,3,-0.59,12.32,0.042,5.37,0.335,11.52,0.096,5.37,0.335,10.5,-1.0,0.0,0.0,10.56,-1.0,0.0,0.0,10.48,-1.0,0.0,0.0
J024008-230915,1.184618,4,2.67,12.26,0.055,13.43,0.626,10.74,0.82,13.43,0.626,10.69,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0,10.67,-1.0,0.0,0.0
J024008-230915,1.184618,5,42.92,11.13,0.084,9.56,2.644,10.58,-1.0,0.0,0.0,10.57,-1.0,0.0,0.0,10.59,-1.0,0.0,0.0,10.55,-1.0,0.0,0.0
J024008-230915,1.365057,1,-104.16,13.29,0.012,3.54,0.038,12.89,0.004,3.54,0.038,11.21,0.011,3.54,0.038,10.86,0.146,3.54,0.038,0.0,0.0,0.0,0.0
J024008-230915,1.365057,2,-92.07,13.41,0.011,3.99,0.057,13.02,0.003,3.99,0.057,11.31,0.009,3.99,0.057,10.73,0.196,3.99,0.057,0.0,0.0,0.0,0.0
J024008-230915,1.365057,3,-77.69,13.72,0.016,4.46,0.037,13.23,0.003,4.46,0.037,11.5,0.006,4.46,0.037,11.12,0.082,4.46,0.037,0.0,0.0,0.0,0.0
J024008-230915,1.365057,4,-47.73,13.35,0.006,5.76,0.032,13.04,0.002,5.76,0.032,11.39,0.008,5.76,0.032,11.01,0.117,5.76,0.032,0.0,0.0,0.0,0.0
J024008-230915,1.365057,5,-31.66,12.96,0.016,3.32,0.1,12.29,0.008,3.32,0.1,11.01,0.016,3.32,0.1,10.44,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.365057,6,-10.54,14.2,0.01,8.86,0.04,13.64,0.002,8.86,0.04,11.92,0.003,8.86,0.04,11.44,0.051,8.86,0.04,0.0,0.0,0.0,0.0
J024008-230915,1.365057,7,7.72,13.24,0.042,3.77,0.167,12.79,0.02,3.77,0.167,10.96,0.026,3.77,0.167,10.35,0.483,3.77,0.167,0.0,0.0,0.0,0.0
J024008-230915,1.365057,8,19.72,13.81,0.074,6.99,0.271,13.3,0.011,6.99,0.271,11.4,0.015,6.99,0.271,11.07,0.116,6.99,0.271,0.0,0.0,0.0,0.0
J024008-230915,1.365057,9,31.05,13.75,0.057,3.65,0.205,12.68,0.029,3.65,0.205,10.76,0.041,3.65,0.205,10.64,0.252,3.65,0.205,0.0,0.0,0.0,0.0
J024008-230915,1.365057,10,46.54,13.14,0.004,7.4,0.141,12.59,0.007,7.4,0.141,10.78,0.032,7.4,0.141,10.55,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.365057,11,64.54,13.14,0.007,4.88,0.151,12.55,0.01,4.88,0.151,10.51,0.053,4.88,0.151,10.59,0.286,4.88,0.151,0.0,0.0,0.0,0.0
J024008-230915,1.365057,12,76.65,12.68,0.019,4.89,0.278,12.24,0.02,4.89,0.278,10.53,0.052,4.89,0.278,10.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.365057,13,89.25,12.88,0.006,3.86,0.11,12.29,0.009,3.86,0.11,10.49,0.05,3.86,0.11,10.43,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.365057,14,107.49,12.2,0.017,8.11,0.462,11.39,0.068,8.11,0.462,10.41,-1.0,0.0,0.0,10.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.365057,15,120.59,12.03,0.017,3.06,0.182,11.59,0.034,3.06,0.182,9.99,0.151,3.06,0.182,10.44,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.365057,16,144.5,11.56,0.029,5.5,0.646,10.52,-1.0,0.0,0.0,10.32,-1.0,0.0,0.0,10.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.365057,17,161.31,11.28,0.05,3.58,1.13,10.44,-1.0,0.0,0.0,10.24,-1.0,0.0,0.0,10.43,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,1,-162.15,11.64,0.052,10.14,1.449,11.05,0.25,10.14,1.449,10.65,-1.0,0.0,0.0,10.56,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,2,-149.76,11.95,0.028,2.6,0.272,11.24,0.111,2.6,0.272,10.44,-1.0,0.0,0.0,10.37,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,3,-139.28,12.81,0.004,4.21,0.095,12.27,0.011,4.21,0.095,10.78,0.041,4.21,0.095,10.45,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,4,-121.97,11.75,0.018,5.78,0.42,11.61,0.048,5.78,0.42,10.57,-1.0,0.0,0.0,10.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,5,-22.46,11.51,0.053,3.24,0.626,11.56,0.059,3.24,0.626,10.44,-1.0,0.0,0.0,10.37,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,6,-11.67,11.7,0.056,2.74,0.571,11.62,0.051,2.74,0.571,10.43,-1.0,0.0,0.0,10.37,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,7,2.52,12.67,0.034,7.76,0.263,12.66,0.027,7.76,0.263,10.85,0.667,7.76,0.263,10.54,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,8,15.61,12.74,0.038,19.51,1.147,12.56,0.041,19.51,1.147,10.94,2.007,19.51,1.147,10.72,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,9,38.59,11.87,0.034,4.65,0.378,11.45,0.081,4.65,0.378,10.09,9.999,4.65,0.378,10.45,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.637107,10,82.33,11.96,0.011,10.1,0.349,11.33,0.09,10.1,0.349,10.73,-1.0,0.0,0.0,10.58,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.65743,1,-66.03,12.07,0.009,8.33,0.232,11.31,0.076,8.33,0.232,10.32,0.126,8.33,0.232,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.65743,2,-41.85,11.92,0.03,5.12,0.397,11.28,0.075,5.12,0.397,10.51,-1.0,0.0,0.0,10.92,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.65743,3,-27.85,12.41,0.012,7.3,0.29,11.66,0.036,7.3,0.29,10.35,0.112,7.3,0.29,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.65743,4,-3.63,13.41,0.005,8.54,0.087,12.76,0.005,8.54,0.087,11.03,0.026,8.54,0.087,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.65743,5,12.92,12.49,0.035,8.95,0.557,11.72,0.055,8.95,0.557,10.35,0.126,8.95,0.557,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.65743,6,32.78,12.52,0.005,4.82,0.097,11.21,0.081,4.82,0.097,10.26,0.156,4.82,0.097,10.57,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.65743,7,50.85,12.83,0.002,5.88,0.046,11.97,0.017,5.88,0.046,11.01,5.338,5.88,0.046,10.63,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J024008-230915,1.672358,1,-163.18,12.52,0.021,6.79,0.181,12.1,0.024,6.79,0.181,10.46,0.11,6.79,0.181,10.6,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
